x,f_linear,g_polynomial,h_challenge
4.9,14.7335,1141.8991,-3.1017
4.9,14.3838,-47.0136,-2.7729
4.9,14.5429,180.3212,-2.9249
5.0,11.2363,-722.3213,-2.9615
5.0,13.9026,774.4672,-2.1172
5.0,15.1857,-547.8898,-3.2925
5.1,15.5197,148.0988,-1.7631
5.1,13.1446,-508.9403,-2.1534
5.1,17.7314,-254.7224,-2.0221
5.2,13.6677,-374.9832,-2.731
5.2,17.3389,-260.2896,-2.5745
5.2,16.2544,-225.9134,-3.2161
5.3,14.3075,-226.3174,-2.6645
5.3,19.1506,464.484,-2.1554
5.3,13.2127,-504.6144,-1.7542
5.3,17.4383,158.0877,-2.9558
5.3,17.6012,656.7966,-2.585
5.3,14.2588,-208.7812,-2.4778
5.3,18.3849,-311.1424,-3.1001
5.3,15.0999,-67.4453,-2.1065
5.4,16.3774,642.0866,-2.6375
5.5,16.5206,153.9288,-2.2173
5.5,15.7314,-208.7321,-2.3456
5.5,17.6216,298.8133,-2.5143
5.6,17.787,-489.3701,-1.9382
5.6,12.7029,402.4558,-2.0425
5.7,19.0087,271.2367,-1.9078
5.7,13.075,-86.9712,-2.0861
5.7,18.4651,-352.3599,-1.5621
5.8,18.8534,-370.9885,-0.6552
5.8,14.4181,339.7607,-1.4121
5.8,15.7784,686.8423,-0.9839
5.8,14.3886,-246.3019,-2.1771
6.0,16.5702,313.1934,-0.8488
6.0,16.3839,-959.5135,-1.4764
6.0,18.5593,-208.3089,-1.6662
6.1,19.8206,74.7115,-0.9867
6.1,19.9914,-364.6007,-0.0211
6.1,16.0757,-378.0122,-0.142
6.3,17.1816,-230.3028,0.1808
6.3,14.2331,249.6834,-0.7071
6.4,16.1883,17.0395,0.3211
6.4,19.7297,-1008.4116,0.5701
6.4,21.0312,-949.6461,0.507
6.5,15.5313,-185.3076,-0.1326
6.5,16.8151,346.9683,0.3441
6.5,17.9472,-1255.6274,0.7573
6.5,18.5603,-131.7401,1.0574
6.6,16.5808,-137.2679,0.0681
6.6,19.0481,820.0249,1.0851
6.7,17.4523,-58.6079,1.6176
6.7,18.3711,325.3975,1.9709
6.7,19.4926,204.5316,1.8925
6.9,18.8128,-914.3142,2.5905
6.9,17.9272,535.0726,1.8992
6.9,18.5808,258.6673,1.3452
6.9,18.6233,405.1033,2.1027
6.9,18.06,2114.0879,2.8
7.1,18.6824,-872.6855,3.7125
7.2,22.5973,1041.4363,3.7051
7.3,20.7218,45.4332,3.8766
7.3,19.009,332.8215,3.8517
7.4,21.1939,176.8279,3.6699
7.4,19.1324,-12.5342,3.883
7.5,22.3462,-74.5415,5.0383
7.6,20.9393,386.2904,3.9542
7.6,19.9854,-537.0508,5.2329
7.7,21.2954,608.3626,4.4484
7.8,17.4582,36.8948,5.4146
7.8,18.3465,-320.0427,4.0485
7.8,18.2121,19.9856,5.0449
7.8,20.8859,873.5666,4.3835
7.8,24.065,-22.6755,4.0443
7.9,25.2626,436.5258,4.9591
7.9,22.0761,-108.1791,5.3545
7.9,21.8017,636.2599,4.4273
7.9,17.1979,600.0529,4.1003
8.0,19.9147,1194.3044,4.8544
8.1,19.6244,195.319,4.8572
8.1,19.9583,617.4284,5.1751
8.1,20.8637,332.1348,5.3757
8.1,20.2558,931.0369,4.8712
8.2,17.4414,-62.8082,5.7774
8.2,22.8958,669.1107,4.9617
8.3,19.4545,213.1784,4.5716
8.3,22.0785,278.4329,3.939
8.3,25.7482,356.4032,4.6135
8.5,20.1612,465.7452,4.2027
8.5,16.9394,281.5105,4.8511
8.5,21.428,446.9816,4.6021
8.6,24.4019,1143.875,3.5116
8.6,26.1167,847.5408,4.1874
8.8,20.1409,821.0893,3.7356
8.8,23.5934,158.7422,4.1638
8.9,21.8694,-41.5914,3.4148
8.9,22.5881,880.6793,3.3514
8.9,28.0887,841.0524,3.001
9.0,19.9941,1156.3353,2.6874
9.0,23.5075,118.0097,3.118
9.0,23.9354,305.2257,1.8268
9.1,25.3716,-382.3111,1.7947
9.1,23.396,241.1954,1.5831
9.2,24.0161,953.6133,1.593
9.2,22.6167,222.0803,2.0185
9.2,23.9383,775.5679,1.1049
9.3,22.9136,378.4454,-0.3957
9.3,24.8431,635.7255,0.5934
9.4,23.0608,-81.3017,0.6191
9.5,24.7542,554.4797,-0.2337
9.5,23.9415,-983.693,-0.2884
9.5,26.2521,418.4269,-0.6425
9.5,23.8972,-303.3616,-1.142
9.6,20.6539,1134.6933,-0.9315
9.6,26.7238,920.3997,-1.6062
9.8,22.7885,806.1675,-1.5098
9.8,23.2925,1333.3351,-2.3165
9.8,23.4087,98.3737,-2.8921
9.9,27.5489,1467.8406,-3.6195
9.9,20.5287,1060.2548,-3.3603
9.9,31.0755,475.8814,-3.4336
9.9,26.9121,1161.9691,-2.7554
10.0,25.4465,62.8532,-3.9266
10.0,24.8902,203.7429,-4.3856
10.0,25.5711,311.7051,-3.0746
10.1,26.2422,373.8721,-4.6873
10.1,26.4904,110.0822,-4.3276
10.2,26.5112,1272.7895,-5.6866
10.2,25.5792,531.8208,-5.2009
10.2,25.0053,837.5005,-5.2269
10.3,25.2975,399.4913,-6.968
10.4,25.4102,-201.6777,-5.6187
10.4,28.0675,843.6527,-5.981
10.5,27.1871,-223.0025,-7.3823
10.5,20.1192,698.808,-7.7348
10.5,27.3118,48.9675,-7.0099
10.5,26.3895,1726.763,-7.1404
10.8,26.5626,1265.6334,-8.328
10.8,25.823,862.8289,-8.41
10.8,28.8482,1441.8053,-8.2527
10.8,28.4951,386.794,-7.7821
10.8,25.0542,1081.6917,-8.2217
10.9,27.6141,936.5942,-9.3307
10.9,24.8567,968.699,-8.1246
10.9,24.0408,1472.8658,-7.9856
11.0,25.7466,1230.2461,-7.4489
11.0,28.7248,1008.3618,-9.5866
11.1,29.1063,64.4473,-9.0358
11.1,28.2262,411.8679,-10.1982
11.2,28.8502,859.0135,-8.9211
11.3,28.6324,996.1232,-9.4166
11.4,26.517,414.0021,-8.0263
11.5,28.8638,2215.2133,-9.1192
11.6,29.8008,1798.453,-9.2174
11.6,29.7086,1341.3152,-8.6084
11.7,30.7778,1107.7714,-8.898
11.8,30.0166,997.7675,-6.9696
11.8,29.3029,627.9128,-8.3776
11.8,30.7403,1142.6123,-7.3309
11.8,28.547,1232.7483,-8.384
11.8,26.8363,482.9917,-7.5052
11.9,28.4739,1303.7072,-5.8572
11.9,27.3102,1058.9895,-6.4986
12.0,27.6496,216.0962,-6.3464
12.0,28.711,739.8075,-5.9303
12.0,27.4152,963.1972,-5.9057
12.0,28.3841,2113.8438,-5.6784
12.1,25.4128,1482.2976,-5.7401
12.1,29.6266,536.2802,-4.7604
12.1,29.2024,1447.0391,-6.4089
12.1,27.5658,430.369,-5.3716
12.2,30.7185,1780.0335,-4.3541
12.3,31.4751,1038.4447,-2.7644
12.3,26.3849,1227.1889,-3.0698
12.3,28.0746,1936.9053,-3.7839
12.3,28.0617,630.4252,-3.5736
12.4,27.9202,611.4249,-1.8782
12.4,31.4589,1018.1843,-2.017
12.4,29.4123,1829.1734,-2.2671
12.4,29.271,550.311,-2.2179
12.5,25.9923,-69.4528,-0.4599
12.5,31.2708,1121.0456,-1.0668
12.6,27.7215,1659.8064,0.3739
12.6,30.3199,1984.0669,1.5029
12.6,30.7548,1152.3553,-0.2939
12.6,32.9213,1178.2227,-0.508
12.7,27.7824,1998.8734,2.0811
12.7,24.361,487.0522,1.35
12.7,30.7677,1227.6626,1.5302
12.7,34.001,1517.1349,1.2987
12.7,32.8779,1646.5324,1.5594
12.8,31.0193,1205.6887,3.7941
12.9,29.8167,1517.1695,4.7228
12.9,32.4142,255.7853,4.7528
12.9,28.8529,1170.8248,3.6136
12.9,31.7527,1726.7034,3.7461
13.1,32.2109,1089.604,5.5673
13.1,33.3204,1610.2431,6.5821
13.2,36.9193,1845.6443,8.7752
13.2,32.1848,1450.9334,8.5553
13.2,30.3821,1707.4399,8.186
13.3,31.5489,1183.0107,9.5612
13.4,28.2618,1603.9584,10.4541
13.4,30.4106,2012.3721,10.9009
13.4,30.9814,1785.7505,11.1814
13.5,30.9518,1457.6094,11.1522
13.6,32.5047,1907.3242,13.1922
13.7,30.7552,2197.5979,14.4967
13.7,34.6421,815.3224,13.8229
13.8,32.6004,2465.649,15.2606
13.9,32.7814,1764.5516,17.0751
14.0,32.3442,2192.745,16.238
14.0,33.3104,2578.6235,16.4869
14.0,34.6502,1294.1632,15.9212
14.1,31.4657,1673.3605,16.8559
14.1,31.8838,1883.8067,16.9954
14.2,32.7925,1685.0512,17.1794
14.2,30.7083,2944.3963,16.5722
14.3,31.9615,1698.161,17.3337
14.3,32.6476,1848.7736,17.9616
14.4,35.5488,2279.1385,17.4268
14.5,34.5251,1627.0502,17.4719
14.5,34.3872,2030.2846,16.8724
14.5,35.7018,2386.8516,17.3659
14.6,33.9253,2113.6658,16.7302
14.6,34.9809,2233.4026,16.1151
14.6,33.9936,2015.4299,16.7499
14.6,34.7307,1522.8608,16.0948
14.7,33.2345,2493.6596,15.6816
14.7,29.5224,3210.3295,16.0927
14.7,34.1314,2342.0638,16.1466
14.8,37.4455,2499.0641,14.6171
14.9,36.6524,2787.1704,14.759
14.9,36.7308,1806.1438,14.518
14.9,37.2723,3292.0663,13.8796
15.0,35.1773,2597.1644,12.2926
15.1,35.5946,3367.9394,11.6321
15.1,33.9647,2185.4945,11.4816
15.1,34.5679,3461.042,11.7612
15.1,36.4315,2939.5887,11.523
15.1,37.6078,2828.531,10.7009
15.1,34.9211,2669.0232,11.5104
15.5,35.0996,2660.1107,4.4304
15.5,36.0011,3384.6408,4.9
15.5,37.2024,2854.5549,4.2341
15.6,33.3123,1861.0411,3.2795
15.6,31.6076,2285.9828,1.4844
15.6,35.0989,2751.6531,3.0958
15.6,33.7586,2999.5755,2.328
15.7,35.3837,2877.3388,0.6138
15.7,36.1044,3515.1184,0.2239
15.7,35.4935,1930.0821,0.7538
15.8,39.5049,3039.346,-2.36
15.8,37.2535,2058.5624,-2.7156
15.8,37.2009,3347.4081,-1.456
15.8,37.8444,2920.3226,-2.223
15.8,34.3223,3177.357,-2.0555
15.8,38.6782,2535.6105,-1.5489
15.9,36.6485,3670.0715,-5.1055
15.9,38.141,3551.2013,-4.2918
15.9,34.6563,3322.1112,-4.8844
15.9,33.6925,2965.5804,-4.6556
15.9,38.4358,3320.2676,-4.5534
15.9,37.5528,2676.8927,-5.3396
15.9,34.9959,3458.1168,-4.9789
16.0,35.2607,3918.7404,-6.3875
16.0,39.2509,3629.3053,-6.6199
16.0,34.6212,2729.1988,-7.0943
16.0,40.2853,3274.7087,-6.9414
16.1,35.3988,2511.9702,-9.7096
16.2,38.6768,3510.1632,-11.3844
16.2,36.7428,3449.2697,-12.1629
16.2,38.6064,2289.0598,-11.9468
16.3,36.5118,2709.3951,-13.964
16.3,37.2744,3148.7176,-14.9257
16.3,37.6818,3139.8571,-13.7576
16.3,35.5956,2685.5485,-15.3022
16.3,39.0816,3484.7764,-13.7222
16.4,36.7736,3483.2408,-17.1445
16.4,37.3428,3260.3694,-17.0795
16.5,36.0113,3047.7292,-20.2434
16.6,33.0753,4019.0096,-21.7569
16.6,37.8179,4322.3596,-22.0494
16.6,43.0252,3252.8753,-21.8333
16.6,39.7692,3188.5725,-21.5982
16.7,38.3615,3810.2068,-23.1445
16.8,38.0742,3456.4573,-25.4485
16.8,38.6449,3565.7734,-25.3985
16.8,39.6942,4005.2986,-26.1001
16.9,36.4384,2752.591,-27.7295
16.9,41.0286,4366.4202,-26.3897
17.0,40.4308,3816.3403,-29.175
17.0,40.4364,3574.2534,-27.9793
17.1,40.077,3809.0539,-30.2038
17.1,39.2392,3834.8857,-30.0812
17.2,40.7457,3062.6873,-30.5551
17.2,40.5836,4675.7571,-30.4544
17.2,38.6919,3948.9508,-31.1457
17.2,38.2528,4149.7891,-31.2844
17.3,39.8037,4479.6319,-31.8378
17.3,42.698,3493.2758,-31.6408
17.4,37.3218,4317.1199,-31.7757
17.4,36.8649,3946.5635,-32.2193
17.5,40.3295,4581.2604,-31.9989
17.5,40.1018,3094.2613,-31.4891
17.5,40.3467,4108.3278,-32.1176
17.6,40.6879,3934.9257,-31.9004
17.6,39.7536,4452.4675,-32.8157
17.6,43.1797,4471.3581,-33.3716
17.6,36.9982,3882.5231,-31.862
17.7,38.743,3959.6861,-31.5013
17.7,40.1935,4260.4403,-31.7113
17.8,37.3136,3947.8709,-30.3718
17.8,40.2483,4817.1838,-30.5238
17.9,44.1229,4292.9954,-28.6069
17.9,40.8418,3024.1049,-29.1277
17.9,41.2614,4290.188,-29.5443
18.0,38.4797,4040.7281,-26.9897
18.0,39.7673,3744.3621,-27.5934
18.0,40.2496,3941.2867,-27.2215
18.0,40.3646,4614.7042,-27.7235
18.0,43.5633,5224.3204,-27.8097
18.0,42.1154,4716.5922,-27.4427
18.0,38.7771,4256.7483,-27.4784
18.0,41.493,4787.9521,-27.2449
18.2,42.3964,4498.2628,-23.1735
18.2,43.6803,4380.5078,-23.9574
18.2,44.5611,4150.6267,-23.2556
18.4,39.7698,4023.7496,-16.8321
18.4,40.1783,4704.7021,-17.3777
18.5,39.4848,5066.1517,-13.9756
18.5,41.532,4938.8132,-13.3592
18.5,42.9327,4779.1415,-14.2084
18.5,43.9747,4514.252,-14.6238
18.5,41.8481,5291.2481,-13.9327
18.6,41.5603,4417.05,-10.4333
18.6,42.5035,5463.63,-10.6743
18.7,40.7297,4664.0345,-6.3603
18.8,46.7791,4879.4944,-1.8817
18.8,39.3847,4522.3194,-2.1321
18.8,42.9695,5005.0109,-1.974
18.8,46.6472,5743.3682,-1.2208
18.8,42.6136,5513.526,-2.2989
18.8,42.2199,5744.9231,-1.9883
18.9,42.0851,5608.4003,1.9547
18.9,42.4392,4795.4941,1.7861
19.0,45.7457,5274.6054,6.4072
19.0,38.5763,5049.9004,6.4603
19.2,46.4669,6293.8155,16.1526
19.3,40.7521,5126.0027,21.8393
19.4,43.2667,6268.1928,24.971
19.4,42.9415,6267.8209,25.1207
19.4,44.9771,6736.1541,25.2974
19.4,40.6038,5616.5007,25.5269
19.4,44.7243,6177.5051,25.4608
19.5,48.0486,7060.2009,30.5572
19.5,41.2737,5610.5542,28.702
19.5,44.3794,5151.8549,28.7217
19.5,42.676,4979.37,29.6673
19.6,45.0518,6374.852,34.92
19.6,44.2383,5076.9209,33.5885
19.6,42.917,5832.3365,32.8675
19.7,45.3757,6337.3696,38.9305
19.9,48.4087,6415.0468,46.5555
19.9,44.4182,6535.1814,45.8886
20.0,46.4395,6537.1449,49.3523
